COD;DESCRIP;ACCIONF;UNIDAD;CODLAB;NETO;MARCA;CODBAR;UNIENT;CAN_ING;CAN_IN2;VALCOM;FECHA;VENCE;CONTEN;CLIENTE;MODIFICA;MINIMO;MAX;STOCK;SW_TIPO;SW_TIPO2;novigente
U000 68;GLUCOSA 5% 1LT                ;SIN ACCION FARMACOLOGICA ;FCO  ;  ;900;0;               ;FCO  ;0.00;0.0;600;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;0;1;1;0
U000 69;GLUCOSA 10% 500CC             ;SIN ACCION FARMACOLOGICA ;FCO  ;  ;700;0;               ;FCO  ;25.00;0.0;450;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;0;1;1;0
U000 70;CORTADOR PASTILLAS            ;SIN ACCION FARMACOLOGICA ;UNID;  ;5385;0;               ;UNID;4.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;NULL;1;1;NULL
U000 71;VYNILO GUANTES                ;SIN ACCION FARMACOLOGICA ;UNIDA;  ;32;0;               ;     ;9000.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;1;1
U000 72;BRANULA N 22                  ;SIN ACCION FARMACOLOGICA ;UNID ;  ;680;0;               ;UNID ;328.00;0.0;490;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;200;1;1;0
U000 73;OTROS                         ;SIN ACCION FARMACOLOGICA ;AJA  ;  ;0;0;               ;     ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
U000 74;SABANILLAS PREDOBLADAS        ;SIN ACCION FARMACOLOGICA ;UNID ;  ;500;0;               ;     ;36.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;NULL;1;1;NULL
U000 75;BAJALENGUA                         ;SIN ACCION FARMACOLOGICA ;UNID ;  ;20;0;               ;     ;900.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;270;1;1;NULL
U000 76;BAJADA DE SUERO                    ;INSUMOS                  ;UNID ;  ;630;0;               ;CAJA ;16.00;0.0;416;01-01-1900 0:00;01-01-1900 0:00;25;               ;NULL;30;100;225;1;1;0
U000 78;CONTENCIONES                       ;SIN ACCION FARMACOLOGICA ;UNID ;  ;12270;0;               ;UNID ;78.00;0.0;5000;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;41;1;1;0
U000 79;AGUA BIDESTILADA AMPOLLA           ;SIN ACCION FARMACOLOGICA ;AMP  ;  ;300;0;               ;CAJA ;7.00;0.0;60;01-01-1900 0:00;01-01-1900 0:00;100;               ;NULL;250;300;250;1;1;0
U000 80;GLUCOSALINO 500CC                  ;SIN ACCION FARMACOLOGICA ;FCO  ;  ;900;0;               ;FCO  ;109.00;0.0;550;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;200;240;216;1;1;0
U000 81;GUANTE DE LATEX DESECHABLE    ;SIN ACCION FARMACOLOGICA ;UNID ;  ;75;0;               ;     ;4334.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;NULL;1;1;NULL
U000 86;SONDA FOLEY                        ;SIN ACCION FARMACOLOGICA ;UNID ;  ;1450;0;               ;UNID ;21.00;0.0;600;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;18;1;1;0
U000 87;PA¥AL DESECHABLE;SIN ACCION FARMACOLOGICA ;PAQ  ;  ;600;0;               ;PAQ  ;-376.00;0.0;13100;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;500;3000;77;1;1;0
U000 88;RECOLECTOR ORINA                   ;SIN ACCION FARMACOLOGICA ;UNID ;  ;3990;0;               ;UNID ;0.00;0.0;230;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;2;1;1;0
U000 89;LANCETAS                      ;SIN ACCION FARMACOLOGICA ;UNIDA;  ;200;0;               ;     ;254.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;NULL;1;1;NULL
U000 90;SUERO FIS AMP 9%                                  ;SIN ACCION FARMACOLOGICA ;AMP  ;  ;150;0;7,80006E+12;CAJA ;4.00;0.0;70;01-01-1900 0:00;01-01-1900 0:00;100;               ;NULL;100;500;489;1;1;0
U000 91;SUERO FISIOLOGICO AMPOLLA 10% ;SIN ACCION FARMACOLOGICA ;AMP  ;  ;198;0;               ;CAJA ;45.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;100;               ;NULL;0;0;0;1;1;0
U000 92;SUERO FISIOLOGICO 500CC            ;SIN ACCION FARMACOLOGICA ;FCO  ;  ;700;0;               ;FCO  ;155.00;0.0;540;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;100;400;370;1;1;0
U000 93;SUERO FISIOLOGICO 250CC            ;SIN ACCION FARMACOLOGICA ;FCO  ;  ;615;0;               ;FCO  ;123.00;0.0;400;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;86;1;1;0
U000 95;SUERO RINGER LACTATO 500CC         ;USO GENERAL;FCO  ;  ;671;0;               ;FCO  ;23.00;0.0;600;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;29;1;1;0
U000 96;TELA ADH TRANS PLASTICA       ;SIN ACCION FARMACOLOGICA ;UNID ;  ;2800;0;               ;UNID ;31.00;0.0;1800;01-01-1900 0:00;01-01-1900 0:00;12;               ;NULL;0;0;36;1;1;0
U000 10;CREMA AFEITAR                      ;SIN ACCION FARMACOLOGICA ;TUB  ;  ;2600;0;               ;TUB  ;0.00;0.0;1390;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;11;1;1;0
UR2A301;JERINGA 3CC                        ;NO FARMACO               ;UNID ;  ;150;0;               ;     ;53.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;877;1;1;NULL
UR2A303;JERINGA 10 CC                      ;NO FARMACO               ;UNID ;  ;390;0;               ;CAJA ;89.00;0.0;50;01-01-1900 0:00;01-01-1900 0:00;100;               ;NULL;0;0;687;1;1;0
UR2A304;JERINGA 20CC                       ;NO FARMACO               ;UNID ;  ;435;0;               ;     ;169.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;155;1;1;NULL
UR20 01;TELA ADH MICRO PAPEL               ;NO FARMACO               ;UNID ;  ;4950;0;               ;CAJA ;36.00;0.0;1330;01-01-1900 0:00;01-01-1900 0:00;12;               ;NULL;0;0;23;1;1;0
UR20 02;SUTURA                        ;NO FARMACO               ;UNID ;  ;675;0;               ;     ;22.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;NULL;1;1;NULL
FB44801;CLORANFENICOL UNGTO OFT            ;ANTIBIOTERAPIA           ;TUB  ;  ;2251;0;               ;TUB  ;0.00;0.0;1108;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;0;1;0;0
FB94801;SUPRADYN                      ;ANTIDEPRESIVO            ;CAJA ;  ;10500;0;               ;     ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;0;1
FD44801;ENALAPRIL 10MG                     ;ANTIHIPERTENSIVO         ;COMP ;  ;20;0;               ;CAJA ;446.00;0.0;8;01-01-1900 0:00;01-01-1900 0:00;1000;               ;NULL;1000;2000;795;1;0;0
FE74801;VIADIL GOTAS                       ;ANTIESPASMODICO          ;FCO  ;  ;4240;0;               ;FCO  ;0.00;0.0;3390;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;3;1;0;0
UE60 01;ALCOHOL 70% 1lt                    ;ANTISEPTICO              ;FRASC;  ;2740;0;               ;     ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;11;1;1;NULL
FK59701;UTEBROL 10MG X60 COMP;ANTISICOTICO             ;CAJA ;  ;44120;0;               ;     ;10.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;NULL;1;0;NULL
FE70 01;DICOMEX  100 MGSx 30 comp     ;ANTISICOTICO             ;CAJA ;  ;41390;0;               ;CAJA ;37.00;0.0;3900;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;20;50;100;3;0;0
UJ50 01;AGUA BIDESTILADA 500CC             ;SUEROTERAPIA             ;FCO  ;  ;600;0;               ;CAJA ;961.00;0.0;320;01-01-1900 0:00;01-01-1900 0:00;20;               ;NULL;0;0;11;1;1;0
FH60 02;LACTULOSA 200ML                    ;LAXANTE                  ;FCO  ;  ;3500;0;               ;FCO  ;8.00;0.0;2600;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;50;70;37;1;0;0
FB90 01;TIAMINA COMP                  ;VITAMINOTERAPIA          ;COMP ;  ;80;0;               ;CAJA ;258.00;0.0;23;01-01-1900 0:00;01-01-1900 0:00;40;               ;NULL;0;0;0;1;0;0
UL80 01;CANULA MAYO No5 Y 6           ;INSUMOS                  ;UNID ;  ;1200;0;               ;UNID ;7.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;0;1;1;0
UL80 02;Redecilla para pelo negro     ;USO GENERAL              ;CAJA ;  ;55;0;               ;CAJA ;100.00;0.0;40;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;500;1;1;0
UR20 03;ENSURE POLVO                       ;SUPLEMENTO NUTRICIONAL   ;FCO  ;  ;13340;0;               ;FCO  ;3.00;0.0;7500;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;10;15;8;1;1;0
FB90301;TRAMAL 50 mgs x 10 com        ;ANALGESICO               ;CAJA ;  ;5550;0;               ;CAJA ;6.00;0.0;1260;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;1;1;0;0
FL31315;TRITTICO 100 MG                    ;ANTIDEPRESIVO            ;COMP ;  ;990;0;               ;CAJA ;46.00;0.0;550;01-01-1900 0:00;01-01-1900 0:00;20;               ;NULL;500;1000;320;1;0;0
UR20 04;AGUJA N 21                         ;NO FARMACO               ;UNID ;  ;50;0;               ;     ;70.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;139;1;1;NULL
UR20 05;DESODORANTE MUJER                  ;NO FARMACO               ;FCO  ;  ;3000;0;               ;FCO  ;7.00;0.0;1100;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;18;1;1;0
FL80 01;GEL PARA ELECTRO                   ;USO GENERAL              ;FCO  ;  ;2800;0;               ;FCO  ;8.00;0.0;2800;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;3;1;0;0
FD40 01;LOSARTAN 50MG                      ;ANTIHIPERTENSIVO         ;COMP ;  ;75;0;               ;CAJA ;330.00;0.0;29;01-01-1900 0:00;01-01-1900 0:00;1000;               ;NULL;1000;2000;540;1;0;0
U004201;JERINGA ALIMENTACION          ;SIN ACCION FARMACOLOGICA ;UNID ;  ;375;0;               ;CAJA ;0.00;0.0;550;01-01-1900 0:00;01-01-1900 0:00;50;               ;NULL;0;0;25;1;1;0
U004202;NARICERA                           ;SIN ACCION FARMACOLOGICA ;UNID ;  ;1500;0;               ;UNID ;29.00;0.0;350;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;26;1;1;0
U004301;TAPAS AMARILLAS               ;SIN ACCION FARMACOLOGICA ;UNID ;  ;600;0;               ;     ;-2.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;NULL;1;1;NULL
FD45801;CALCIO 500 MGS X 30           ;CALCIOTERAPIA;CAJA ;  ;3500;0;               ;CAJA ;3.00;0.0;3138;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;0;1;0;0
FE10 01;BLOQUEADOR SOLAR F 30              ;COSMETICOS               ;FCO  ;  ;2500;0;               ;FCO  ;-1.00;0.0;2600;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;17;1;0;0
FB90 02;CLARITOMICINA 500                  ;ANTIBIOTICO;COMP ;  ;380;0;               ;CAJA ;157.00;0.0;130;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;0;1;0;0
FHH0 01;FERRANEN                      ;ANTIANEMICO              ;COMP ;  ;400;0;               ;CAJA ;0.00;0.0;185;01-01-1900 0:00;01-01-1900 0:00;30;               ;NULL;300;1000;5;1;0;0
FB51319;KETOROLACO 10 MGS X 10 COMP   ;ANALGESICO               ;CAJA ;  ;2325;0;               ;CAJA ;0.00;0.0;500;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;20;100;10;4;0;0
FB94701;SAPHRIS 5 X 60                ;ANTIDEPRESIVO            ;CAJA ;  ;95888;0;               ;CAJA ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;0;1;0;0
FH20301;METFORMINA 850                     ;HIPOGLICEMIANTE          ;COMP ;  ;45;0;               ;CAJA ;870.00;0.0;16;01-01-1900 0:00;01-01-1900 0:00;1000;               ;NULL;1000;2000;1576;1;0;0
FE20302;METRONIDAZOL 250MG                 ;ANTIBACTERIANO           ;COMP ;  ;400;0;               ;CAJA ;155.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;50;               ;NULL;100;150;0;1;0;0
FD90 01;SUERO FISIOLOGICO 100 CC           ;ANTIMICOTICO             ;FRASC;  ;435;0;               ;     ;38.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;111;1;0;NULL
UL80 03;PATO URINARIO                 ;USO GENERAL              ;UNID ;  ;4350;0;               ;     ;2.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;NULL;1;1;NULL
FV20 01;ASICOT 200MG                  ;LUBRICANTE-SUAVIZANTE    ;COMP ;  ;950;0;               ;     ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;0;1
FB90 03;CISORDINOL 10MG COMP               ;NEUROLEPTICO             ;COMP ;  ;555;0;               ;CAJA ;220.00;0.0;207;01-01-1900 0:00;01-01-1900 0:00;50;               ;NULL;300;600;550;1;0;0
FB86201;CARBORON RTD                  ;ANTICONVULSIVANTE        ;COMP ;  ;650;0;               ;     ;225.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;0;1
FB83801;TIORIDAZINA 25                ;ANTICONVULSIVANTE        ;CAJA0;  ;1295;0;               ;     ;4.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;0;1
FB97801;LIDOCAINA AMPOLLA                  ;ANESTESICO               ;AMP  ;  ;225;0;               ;CAJA ;33.00;0.0;65;01-01-1900 0:00;01-01-1900 0:00;100;               ;NULL;50;100;16;1;0;0
U009101;INYECCION AMBULATORIA         ;SIN ACCION FARMACOLOGICA ;UNID ;  ;2000;0;               ;     ;9771.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;NULL;1;1;NULL
FH80 01;TEST DE DROGAS                     ;PROCEDIMIENTOS           ;UNID ;  ;4200;0;               ;UNID ;36.00;0.0;2850;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;30;50;47;1;0;0
FM04501;TIAMINA AMPOLLA                    ;VITAMINOTERAPIA          ;AMP  ;  ;200;0;               ;CAJA ;566.00;0.0;66;01-01-1900 0:00;01-01-1900 0:00;100;               ;NULL;500;1000;493;1;0;0
FD96701;CAPTOPRIL 25                       ;ANTIHIPERTENSIVO         ;COMP ;  ;200;0;               ;CAJA ;112.00;0.0;200;01-01-1900 0:00;01-01-1900 0:00;25;               ;NULL;0;0;240;1;0;0
FK50 01;CORTIGRIP                     ;ANTISICOTICO             ;COMP ;  ;385;0;               ;CAJA ;20.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;20;               ;NULL;0;0;0;1;0;0
FA30404;CLONIXINATO DE LISINA 125 MGS;ANALGESICO;COMP ;NULL;0;NULL; ;CAJA ;NULL;NULL;0;01-01-1900 0:00;01-01-1900 0:00;20;NULL;NULL;0;0;0;1;0;0
UR29901;JERINGA 1CC INSUL                  ;NO FARMACO               ;UNID ;  ;105;0;               ;     ;329.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;10;1;1;NULL
FA10 05;PASCLEADINE 300 X 30          ;ACTIVADOR CEREBRAL       ;CAJA ;  ;15366;0;               ;     ;1.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;NULL;1;0;NULL
U005801;TALCO PARA CUERPO                  ;SIN ACCION FARMACOLOGICA ;FCO  ;  ;3500;0;               ;FCO  ;17.00;0.0;1790;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;6;1;1;0
U009601;BRANULA 20                    ;SIN ACCION FARMACOLOGICA ;UNIDA;  ;510;0;               ;     ;91.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;NULL;1;1;NULL
FAN0301;CIPROFLOXACINO 500 MGS  LCH        ;ANTIBACTERIANO           ;COMP ;  ;300;0;               ;CAJA ;2.00;0.0;47;01-01-1900 0:00;01-01-1900 0:00;7;               ;NULL;300;700;385;1;0;0
UX29601;JERINGA 5CC                        ;INSUMOS                  ;UNID ;  ;180;0;               ;CAJA ;271.00;0.0;50;01-01-1900 0:00;01-01-1900 0:00;100;               ;NULL;0;0;55;1;1;0
FH83801;ARIPIPRAZOL 15MG (AZYMOL)                         ;NEUROLEPTICO             ;CAJA ;  ;33790;0;7,79535E+12;CAJA ;10.00;0.0;18000;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;10;20;9;1;0;0
FB98901;ZYPREXA 10MG AMP.             ;ANTISICOTICO             ;FCO  ;  ;29000;0;               ;FCO  ;5.00;0.0;16000;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;5;10;6;1;0;0
FA50 01;SULFATO ZINC 0,88%                 ;VITAMINOTERAPIA          ;AMP  ;  ;1700;0;               ;CAJA ;14.00;0.0;420;01-01-1900 0:00;01-01-1900 0:00;100;               ;NULL;200;300;72;1;0;0
UL80 04;ALCOHOL SATCHET               ;ANTISEPTICO              ;UNID ;  ;20;0;               ;CAJA ;33.00;0.0;20;01-01-1900 0:00;01-01-1900 0:00;100;               ;NULL;2000;4000;4150;1;1;0
FF50301;PROPOFOL 1% X 20 ML                ;ANESTESICO               ;AMP  ;  ;3500;0;               ;CAJA ;55.00;0.0;4500;01-01-1900 0:00;01-01-1900 0:00;5;               ;NULL;0;0;30;1;0;0
FA33401;TIORIDAZINA 100 MGS                ;ANSIOLITICO              ;CAJA ;  ;6300;0;               ;CAJA ;5.00;0.0;3500;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;100;200;25;1;0;0
FD60 01;AMOXICILINA+AC.CLAVULANICO         ;ANTIBIOTERAPIA           ;CAJA ;  ;10000;0;               ;CAJA ;10.00;0.0;5500;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;10;15;13;1;0;0
UR10 01;ALGODON 1 KG                       ;OTROS NO AFECTOS A IVA   ;ROLLO;  ;6600;0;               ;     ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;1;1;1;NULL
FA52001;SULFATO MAGNESIO 25% 5 ml          ;VITAMINOTERAPIA          ;AMP  ;  ;400;0;               ;CAJA ;305.00;0.0;119;01-01-1900 0:00;01-01-1900 0:00;100;               ;NULL;400;500;404;1;0;0
FH61601;TOPIRAMATO 100 MGS X 30       ;ANTIEPILEPTICO           ;COMP ;  ;86100;0;               ;CAJA ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;20;               ;NULL;0;0;0;1;0;0
FB50 01;CEFTRIAXONA 1GR                    ;ANTIBIOTICO              ;FCO  ;  ;2550;0;               ;FCO  ;0.00;0.0;430;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;10;30;4;1;0;0
VR10 01;TOMA PRESION WELCH ALLYN      ;OTROS NO AFECTOS A IVA   ;MONIT;  ;733674;0;               ;     ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;4;0
FK53801;VASELINA SALIC. 500GR.        ;ANTISICOTICO             ;pote ;  ;9453;0;               ;     ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;0;1
UX20 01;AGUJA 19G                          ;INSUMOS                  ;UNIDA;  ;50;0;               ;     ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;187;1;1;NULL
UX20 02;MASCARILLA ALTA CONCENTRACION      ;INSUMOS                  ;UNID ;  ;1485;0;               ;UNID ;48.00;0.0;990;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;12;1;1;0
UX24501;GLUCOSA (DEXTROSA)5% 250ML         ;INSUMOS                  ;UNID ;  ;500;0;               ;CAJA ;44.00;0.0;370;01-01-1900 0:00;01-01-1900 0:00;20;               ;NULL;0;0;115;1;1;0
FA50301;POLIVITAMINICO                     ;POLIVITAMINOTERAPIA      ;COMP ;  ;45;0;               ;CAJA ;18.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;30;               ;NULL;0;0;0;1;0;0
UX28401;MARIPOSA 25G                       ;INSUMOS                  ;UNID ;  ;500;0;               ;UNID ;18.00;0.0;132;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;50;1;1;0
UX28402;MARIPOSA 19G                       ;INSUMOS                  ;UNID ;  ;500;0;               ;UNID ;25.00;0.0;132;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;0;1;1;0
UX28501;GUANTES DESECHABLES           ;INSUMOS                  ;UNID ;  ;60;0;               ;CAJA ;962.00;0.0;25;01-01-1900 0:00;01-01-1900 0:00;1000;               ;NULL;10000;50000;7730;1;1;0
UX29101;SONDA NELATON                      ;INSUMOS                  ;UNID ;  ;1200;0;               ;UNID ;8.00;0.0;250;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;10;1;1;0
UX29102;GASA ESTERIL IND.10X10             ;INSUMOS                  ;UNID ;  ;175;0;               ;CAJA ;37.00;0.0;70;01-01-1900 0:00;01-01-1900 0:00;50;               ;NULL;0;0;429;1;1;0
UX29103;AGUJA 18G                     ;INSUMOS                  ;UNID ;  ;50;0;               ;     ;61.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;NULL;1;1;NULL
UX29104;BRANULA 18                    ;INSUMOS                  ;UNID ;  ;500;0;               ;UNID ;127.00;0.0;490;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;100;1;1;0
UX29105;JERINGA 5O CC.                ;INSUMOS                  ;UNID ;  ;470;0;               ;     ;20.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;NULL;1;1;NULL
FH31301;NIFEDIPINO 20MG               ;HIPOTENSOR               ;COMPR;  ;120;0;               ;     ;360.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;0;1
FE11301;GRIFOPARKIN                        ;ANTIPARKINSONIANO        ;CAJA ;  ;17850;0;7,80001E+12;CAJA ;0.00;0.0;6610;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;2;8;1;1;0;0
UX20 03;KIT DE CURACION                    ;INSUMOS                  ;UNID ;  ;2100;0;               ;CAJA ;11.00;0.0;1705;01-01-1900 0:00;01-01-1900 0:00;50;               ;NULL;0;0;86;1;1;0
UX20 04;GASA ESTERIL IND. 5X5         ;INSUMOS                  ;UNID ;  ;140;0;               ;CAJA ;1097.00;0.0;26;01-01-1900 0:00;01-01-1900 0:00;50;               ;NULL;1000;2000;432;1;1;0
UX29106;MASCARILLA C/SIST. VENTURI         ;INSUMOS                  ;UNID ;  ;2030;0;               ;UNID ;1.00;0.0;1350;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;6;1;1;0
UX29107;MASCARILLA CON NEBULIZADOR         ;INSUMOS                  ;UNIDA;  ;4450;0;               ;     ;7.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;5;1;1;NULL
UX29108;Monitor toma glicemia ACCU-CHE;INSUMOS                  ;UNID ;  ;23000;0;               ;UNID ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;0;1;1;0
F010301;ATORVASTATINA 20MG                 ;HIPOCOLESTEROLEMIANTE    ;COMP ;  ;65;0;               ;CAJA ;5.00;0.0;28;01-01-1900 0:00;01-01-1900 0:00;30;               ;NULL;200;400;1040;1;0;0
UX29109;MASCARILLA DE OXIGENO              ;INSUMOS                  ;UNID ;  ;1250;0;               ;UNID ;75.00;0.0;490;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;142;1;1;0
UH68401;VASELINA LIQUIDA 120 ML       ;LAXANTE                  ;FCO  ;  ;2250;0;7,80001E+12;FCO  ;7.00;0.0;615;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;20;30;21;1;1;0
FB98902;ARIPIPRAZOL 10MG (AZYMOL)          ;NEUROLEPTICO             ;CAJA ;  ;38500;0;               ;CAJA ;-1.00;0.0;14000;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;20;30;8;1;0;0
FD51301;ARTRIDOL DUO                  ;ANTIARTROSICO            ;CAJA ;  ;21820;0;               ;CAJA ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;0;1;0;0
UX29602;ELECTRODOS MULTIUSO X50            ;INSUMOS                  ;CAJA ;  ;7700;0;               ;CAJA ;1.00;0.0;100;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;1;1;1;0
VR10 02;RETIRO DE CAJA                ;OTROS NO AFECTOS A IVA   ;$    ;  ;10;0;               ;     ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
VR10 04;TRASLADO DE PACIENTES         ;OTROS NO AFECTOS A IVA   ;$    ;  ;1;0;               ;     ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
VR10 05;TRASLADO PCTE.AMBULANCIA      ;OTROS NO AFECTOS A IVA   ;$ 1;  ;170000;0;               ;     ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
VR10 42;Steri Strep  1546             ;OTROS NO AFECTOS A IVA   ;UNIDA;  ;1350;0;               ;     ;49.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;NULL;1;4;NULL
TR10 01;Clotimazol + Betametasona     ;OTROS NO AFECTOS A IVA   ;crema;  ;1000;0;               ;     ;2.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;NULL;5;0;NULL
V000 05;RX LAB BLANCO                 ;SIN ACCION FARMACOLOGICA ;UNID;  ;1;0;               ;     ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;NULL;1;4;NULL
V000 06;EX. TEST DE DROGAS EN MARIHUAN;SIN ACCION FARMACOLOGICA ;UNID;  ;12310;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;4;0
UA10 01;TERMOMETRO DIGITAL            ;ACTIVADOR CEREBRAL       ;UNID ;  ;6740;0;               ;UNID ;0.00;0.0;250;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;18;1;1;0
